"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.unscrambleResult"	"Answer.cost"	"Answer.difficulty"	"Answer.sentence29"
"3SR6AEG6W57KQJ84G7RVKAD2A1SHY2"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:06 EST 2016"	"1"	"1"	"0"	"0"	"Assignable"	"NotReviewed"	"scrambled#0.01#1"	"3600"	"2592000"	"Sat Feb 27 23:21:06 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W57KQJ84G7RVKAD2A1SHY2"			""	""	""	""	""	""	""	""	""
"3Q7TKIAPOTOJE4W3BWJFZHW89UVDLX"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:06 EST 2016"	"1"	"1"	"0"	"0"	"Assignable"	"NotReviewed"	"scrambled#0.01#1"	"3600"	"2592000"	"Sat Feb 27 23:21:06 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3Q7TKIAPOTOJE4W3BWJFZHW89UVDLX"			""	""	""	""	""	""	""	""	""
"3BA7SXOG1J4I07VPZ85VZ1R64VN8RC"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:06 EST 2016"	"1"	"1"	"0"	"0"	"Assignable"	"NotReviewed"	"scrambled#0.01#1"	"3600"	"2592000"	"Sat Feb 27 23:21:06 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3BA7SXOG1J4I07VPZ85VZ1R64VN8RC"			""	""	""	""	""	""	""	""	""
"3AC6MFV69KWKV9I9CTTEYHM4GVWHZT"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:06 EST 2016"	"1"	"1"	"0"	"0"	"Assignable"	"NotReviewed"	"scrambled#0.01#1"	"3600"	"2592000"	"Sat Feb 27 23:21:06 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KWKV9I9CTTEYHM4GVWHZT"			""	""	""	""	""	""	""	""	""
"3B623HUYJ44U1MV2EX50PBW2QX68S0"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:06 EST 2016"	"1"	"1"	"0"	"0"	"Assignable"	"NotReviewed"	"scrambled#0.01#1"	"3600"	"2592000"	"Sat Feb 27 23:21:06 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3B623HUYJ44U1MV2EX50PBW2QX68S0"			""	""	""	""	""	""	""	""	""
"39HYCOOPKOZ3KMEOB8KUZUBX9ZLDMZ"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:06 EST 2016"	"1"	"1"	"0"	"0"	"Assignable"	"NotReviewed"	"scrambled#0.01#1"	"3600"	"2592000"	"Sat Feb 27 23:21:06 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=39HYCOOPKOZ3KMEOB8KUZUBX9ZLDMZ"			""	""	""	""	""	""	""	""	""
"3ZXV7Q5FJB2N9KGTPPL6KY96RYXFCU"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:06 EST 2016"	"1"	"0"	"1"	"0"	"Unassignable"	"NotReviewed"	"scrambled#0.01#1"	"3600"	"2592000"	"Sat Feb 27 23:21:06 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3ZXV7Q5FJB2N9KGTPPL6KY96RYXFCU"			""	""	""	""	""	""	""	""	""
"3JMQI2OLFZJ924ZON9ZUC90XEPVDNZ"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:06 EST 2016"	"1"	"1"	"0"	"0"	"Assignable"	"NotReviewed"	"scrambled#0.01#1"	"3600"	"2592000"	"Sat Feb 27 23:21:06 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3JMQI2OLFZJ924ZON9ZUC90XEPVDNZ"			""	""	""	""	""	""	""	""	""
"306996CF6WYD90UF4QAQKCZU83EB1I"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:07 EST 2016"	"1"	"1"	"0"	"0"	"Assignable"	"NotReviewed"	"scrambled#0.01#1"	"3600"	"2592000"	"Sat Feb 27 23:21:07 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=306996CF6WYD90UF4QAQKCZU83EB1I"			""	""	""	""	""	""	""	""	""
"3OID399FXGLXECM7PLGH44ROCY9FDU"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:07 EST 2016"	"1"	"1"	"0"	"0"	"Assignable"	"NotReviewed"	"scrambled#0.03#1"	"3600"	"2592000"	"Sat Feb 27 23:21:07 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3OID399FXGLXECM7PLGH44ROCY9FDU"			""	""	""	""	""	""	""	""	""
"3MQY1YVHS3YKYLCBNUA4PV9Z09SB2Z"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:07 EST 2016"	"1"	"1"	"0"	"0"	"Assignable"	"NotReviewed"	"scrambled#0.03#1"	"3600"	"2592000"	"Sat Feb 27 23:21:07 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3MQY1YVHS3YKYLCBNUA4PV9Z09SB2Z"			""	""	""	""	""	""	""	""	""
"3JVP4ZJHDP6NPJN3EHY7SUKXY1SI0V"	"3PFYYPJUJWJ06ANAN0VOVT9TMKAZ25"	"Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)"	"Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble."	"sentences, scramble, unscramble, unscrambling, bonus"	"$0.01"	"Thu Feb 25 23:21:07 EST 2016"	"1"	"1"	"0"	"0"	"Assignable"	"NotReviewed"	"scrambled#0.03#1"	"3600"	"2592000"	"Sat Feb 27 23:21:07 EST 2016"	"https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDP6NPJN3EHY7SUKXY1SI0V"			""	""	""	""	""	""	""	""	""
